date,time,quarter,department,day,team,targeted_productivity,smv,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity
1/13/2015,09:24:11,Quarter2,finishing ,Tuesday,2,0.8,3.94,1440,0,0.0,0,0,8.0,0.805909091
1/13/2015,22:42:52,Quarter2,sweing,Tuesday,6,0.8,11.61,5670,50,0.0,0,0,31.5,0.800246753
1/13/2015,06:29:30,Quarter2,sweing,Tuesday,12,0.8,11.61,5670,50,0.0,0,0,31.5,0.800246753
1/13/2015,13:37:45,Quarter2,sweing,Tuesday,2,0.8,28.08,10530,50,0.0,0,0,58.5,0.8
1/13/2015,20:58:07,Quarter2,sweing,Tuesday,3,0.8,42.27,9900,54,0.0,0,0,55.0,0.705576584
1/13/2015,23:51:20,Quarter2,finishing ,Tuesday,8,0.8,2.9,1440,0,0.0,0,0,8.0,0.681060606
1/13/2015,06:18:45,Quarter2,finishing ,Tuesday,7,0.8,2.9,1440,0,0.0,0,0,8.0,0.670075758
1/13/2015,18:54:30,Quarter2,finishing ,Tuesday,11,0.8,4.15,1440,0,0.0,0,0,8.0,0.601278409
1/13/2015,06:27:00,Quarter2,sweing,Tuesday,11,0.7,27.13,9540,37,0.0,0,0,53.0,0.582301029
1/13/2015,07:46:18,Quarter2,sweing,Tuesday,5,0.7,20.79,10440,0,0.0,0,0,58.0,0.526810345
1/13/2015,17:03:25,Quarter2,sweing,Tuesday,4,0.5,22.4,10170,23,0.0,0,0,56.5,0.500380799
1/13/2015,19:33:25,Quarter2,sweing,Tuesday,10,0.35,22.4,10170,23,0.0,0,0,56.5,0.35020649
1/14/2015,21:33:57,Quarter2,finishing ,Wednesday,11,0.8,4.15,1980,0,0.0,0,0,7.0,0.934607438
1/14/2015,09:16:48,Quarter2,finishing ,Wednesday,4,0.35,4.3,2700,0,0.0,0,0,8.0,0.908080808
1/14/2015,19:17:24,Quarter2,sweing,Wednesday,7,0.8,25.9,10170,70,0.0,0,0,56.5,0.900144811
1/14/2015,11:43:17,Quarter2,finishing ,Wednesday,1,0.8,3.94,1440,0,0.0,0,0,8.0,0.891723485
1/14/2015,11:10:05,Quarter2,finishing ,Wednesday,5,0.65,4.15,1440,0,0.0,0,0,15.0,0.864583333
1/14/2015,14:54:52,Quarter2,finishing ,Wednesday,9,0.8,3.94,1440,0,0.0,0,0,8.0,0.858143939
1/14/2015,08:35:46,Quarter2,sweing,Wednesday,9,0.8,26.16,10620,75,0.0,0,0,59.0,0.850502311
1/14/2015,17:15:53,Quarter2,sweing,Wednesday,8,0.8,25.9,10170,60,0.0,0,0,56.5,0.850136766
1/14/2015,15:07:06,Quarter2,finishing ,Wednesday,7,0.8,2.9,1440,0,0.0,0,0,8.0,0.837594697
1/14/2015,18:03:41,Quarter2,finishing ,Wednesday,3,0.8,4.15,1440,0,0.0,0,0,7.0,0.820833333
1/14/2015,09:59:03,Quarter2,sweing,Wednesday,12,0.8,11.61,2970,50,0.0,0,0,31.5,0.800313433
1/14/2015,14:53:45,Quarter2,sweing,Wednesday,6,0.8,11.61,5670,38,0.0,0,0,31.5,0.800246753
1/14/2015,21:44:34,Quarter2,sweing,Wednesday,1,0.8,26.16,10620,63,0.0,0,0,59.0,0.800117103
1/14/2015,10:17:02,Quarter2,sweing,Wednesday,5,0.7,20.79,7320,0,0.0,0,0,58.0,0.700095563
1/14/2015,20:50:42,Quarter2,finishing ,Wednesday,8,0.8,2.9,1440,0,0.0,0,0,8.0,0.667329545
1/14/2015,12:18:09,Quarter2,sweing,Wednesday,4,0.6,22.4,5100,23,0.0,0,0,57.0,0.600369686
1/14/2015,18:27:18,Quarter2,sweing,Wednesday,10,0.5,22.4,3390,23,0.0,0,0,56.5,0.499980334
1/14/2015,15:57:24,Quarter2,sweing,Wednesday,11,0.35,14.61,7200,23,0.0,0,0,55.0,0.35003125
1/14/2015,09:08:32,Quarter2,finishing ,Wednesday,10,0.8,3.94,1260,0,0.0,0,0,8.0,0.332359307
1/14/2015,15:41:20,Quarter2,sweing,Wednesday,2,0.8,51.02,4260,27,0.0,0,0,57.0,0.311207464
1/14/2015,20:45:51,Quarter2,finishing ,Wednesday,2,0.8,3.94,1260,0,0.0,0,0,8.0,0.247316017
1/15/2015,13:32:36,Quarter3,finishing ,Thursday,4,0.35,4.3,3600,0,0.0,0,0,20.0,0.988636364
1/15/2015,21:36:13,Quarter3,finishing ,Thursday,10,0.8,3.94,3420,0,0.0,0,0,19.0,0.953110048
1/15/2015,08:42:03,Quarter3,finishing ,Thursday,1,0.8,3.94,1440,0,0.0,0,0,8.0,0.884261364
1/15/2015,12:41:20,Quarter3,finishing ,Thursday,5,0.65,4.15,1440,0,0.0,0,0,8.0,0.860653409
1/15/2015,11:19:58,Quarter3,finishing ,Thursday,9,0.8,3.94,1440,0,0.0,0,0,8.0,0.858143939
1/15/2015,18:23:47,Quarter3,sweing,Thursday,1,0.8,26.16,10620,75,0.0,0,0,59.0,0.850502311
1/15/2015,09:22:03,Quarter3,sweing,Thursday,8,0.8,25.9,8970,60,0.0,0,0,56.5,0.850415628
1/15/2015,09:09:21,Quarter3,sweing,Thursday,7,0.8,25.9,10170,60,0.0,0,0,56.5,0.850136766
1/15/2015,21:21:30,Quarter3,sweing,Thursday,9,0.8,26.16,10620,63,0.0,0,0,59.0,0.800117103
1/15/2015,21:40:09,Quarter3,sweing,Thursday,6,0.8,11.61,4950,38,0.0,0,0,31.5,0.80003139
1/15/2015,09:33:34,Quarter3,sweing,Thursday,12,0.8,11.61,4950,50,0.0,0,0,31.5,0.80003139
1/15/2015,19:00:26,Quarter3,sweing,Thursday,5,0.7,20.79,10440,0,0.0,0,0,58.0,0.700060345
1/15/2015,20:45:07,Quarter3,finishing ,Thursday,7,0.8,2.9,1440,0,0.0,0,0,8.0,0.689299242
1/15/2015,15:32:25,Quarter3,sweing,Thursday,3,0.5,22.52,10170,30,0.0,0,0,56.5,0.660683293
1/15/2015,17:44:23,Quarter3,sweing,Thursday,4,0.65,22.52,10080,26,0.0,0,0,56.0,0.650130952
1/15/2015,09:08:52,Quarter3,finishing ,Thursday,8,0.8,2.9,1440,0,0.0,0,0,8.0,0.606912879
1/15/2015,21:57:57,Quarter3,sweing,Thursday,10,0.6,22.52,10170,23,0.0,0,0,56.5,0.600291767
1/15/2015,17:22:17,Quarter3,sweing,Thursday,11,0.5,14.89,9900,30,0.0,0,0,55.0,0.500025069
1/15/2015,19:24:31,Quarter3,sweing,Thursday,2,0.5,22.94,9810,23,0.0,0,0,54.5,0.499998888
1/17/2015,17:16:06,Quarter3,finishing ,Saturday,5,0.65,4.15,2700,0,0.0,0,0,15.0,0.98719697
1/17/2015,13:43:23,Quarter3,finishing ,Saturday,2,0.8,3.94,1800,0,0.0,0,0,10.0,0.980909091
1/17/2015,18:20:02,Quarter3,finishing ,Saturday,10,0.8,3.94,1440,0,0.0,0,0,8.0,0.974621212
1/17/2015,19:17:06,Quarter3,finishing ,Saturday,1,0.8,3.94,1440,0,0.0,0,0,8.0,0.884261364
1/17/2015,20:55:19,Quarter3,finishing ,Saturday,9,0.8,3.94,1800,0,0.0,0,0,10.0,0.82680303
1/17/2015,13:05:02,Quarter3,sweing,Saturday,6,0.8,11.41,5490,63,0.0,0,0,30.5,0.800343766
1/17/2015,20:10:17,Quarter3,sweing,Saturday,12,0.8,11.61,5670,63,0.0,0,0,31.5,0.800246753
1/17/2015,13:39:01,Quarter3,sweing,Saturday,7,0.8,25.9,10170,50,0.0,0,0,56.5,0.800128721
1/17/2015,06:08:18,Quarter3,sweing,Saturday,8,0.8,25.9,10170,50,0.0,0,0,56.5,0.800128721
1/17/2015,12:15:37,Quarter3,sweing,Saturday,1,0.8,48.68,10620,63,0.0,0,0,59.0,0.800117103
1/17/2015,23:19:13,Quarter3,sweing,Saturday,9,0.8,26.16,10620,63,0.0,0,0,59.0,0.800117103
1/17/2015,11:51:35,Quarter3,sweing,Saturday,2,0.6,22.94,6570,23,0.0,0,0,56.5,0.77011398
1/17/2015,21:54:45,Quarter3,sweing,Saturday,4,0.7,22.52,10170,50,0.0,0,0,56.5,0.7005417
1/17/2015,13:03:32,Quarter3,finishing ,Saturday,8,0.8,2.9,1440,0,0.0,0,0,8.0,0.675568182
1/17/2015,20:06:23,Quarter3,finishing ,Saturday,7,0.8,2.9,1440,0,0.0,0,0,8.0,0.661837121
1/17/2015,15:40:10,Quarter3,sweing,Saturday,10,0.65,22.52,9720,35,0.0,0,0,54.0,0.650198653
1/17/2015,19:21:34,Quarter3,sweing,Saturday,3,0.6,22.52,10170,30,0.0,0,0,56.5,0.600291767
1/17/2015,10:33:00,Quarter3,sweing,Saturday,11,0.6,14.89,10080,38,0.0,0,0,56.0,0.600273268
1/17/2015,14:33:46,Quarter3,finishing ,Saturday,6,0.8,2.9,900,0,0.0,0,0,5.0,0.465757576
1/17/2015,09:46:50,Quarter3,sweing,Saturday,5,0.7,41.19,10440,21,0.0,0,0,58.0,0.452012539
1/17/2015,13:56:56,Quarter3,finishing ,Saturday,11,0.8,4.15,1260,0,0.0,0,0,7.0,0.313852814
1/18/2015,11:29:10,Quarter3,finishing ,Sunday,5,0.6,4.15,1440,0,0.0,0,0,8.0,0.852793561
1/18/2015,07:59:17,Quarter3,finishing ,Sunday,11,0.65,4.15,2160,0,0.0,0,0,12.0,0.838383838
1/18/2015,19:00:32,Quarter3,finishing ,Sunday,6,0.8,2.9,1800,0,0.0,0,0,10.0,0.804848485
1/18/2015,07:36:56,Quarter3,sweing,Sunday,6,0.8,11.41,5490,63,0.0,0,0,30.5,0.800343766
1/18/2015,08:57:17,Quarter3,sweing,Sunday,7,0.8,48.84,10170,50,0.0,0,0,56.5,0.800128721
1/18/2015,09:34:09,Quarter3,sweing,Sunday,8,0.8,25.9,10170,38,0.0,0,0,56.5,0.800128721
1/18/2015,14:38:41,Quarter3,sweing,Sunday,9,0.8,26.16,3660,50,0.0,0,0,59.0,0.800015009
1/18/2015,15:45:03,Quarter3,sweing,Sunday,4,0.7,22.52,10170,50,0.0,0,0,56.5,0.7005417
1/18/2015,06:15:45,Quarter3,sweing,Sunday,10,0.7,22.52,10080,40,0.0,0,0,56.0,0.700094156
1/18/2015,16:11:44,Quarter3,finishing ,Sunday,7,0.8,2.9,1440,0,0.0,0,0,8.0,0.692045455
1/18/2015,11:34:07,Quarter3,sweing,Sunday,12,0.8,26.87,5670,56,0.0,0,0,31.5,0.662255892
1/18/2015,16:59:22,Quarter3,sweing,Sunday,3,0.65,22.52,10170,35,0.0,0,0,56.5,0.650416734
1/18/2015,20:35:00,Quarter3,sweing,Sunday,11,0.65,14.89,10260,44,0.0,0,0,57.0,0.650299575
1/18/2015,06:06:31,Quarter3,sweing,Sunday,2,0.65,22.94,10170,26,0.0,0,0,56.5,0.650243497
1/18/2015,21:49:20,Quarter3,finishing ,Sunday,8,0.8,2.9,1440,0,0.0,0,0,8.0,0.639867424
1/18/2015,22:08:53,Quarter3,sweing,Sunday,5,0.6,20.4,10440,30,0.0,0,0,58.0,0.600062696
1/18/2015,19:57:15,Quarter3,finishing ,Sunday,9,0.8,3.94,1800,0,0.0,0,0,10.0,0.582045455
1/18/2015,19:47:29,Quarter3,sweing,Sunday,1,0.8,49.1,10350,24,0.0,0,0,57.5,0.403242161
1/18/2015,10:44:17,Quarter3,finishing ,Sunday,10,0.7,3.94,1440,0,0.0,0,0,8.0,0.235795455
1/19/2015,14:36:43,Quarter3,finishing ,Monday,4,0.7,4.3,5040,0,0.0,0,0,28.0,0.977272727
1/19/2015,20:48:14,Quarter3,finishing ,Monday,9,0.8,3.94,1800,0,0.0,0,0,10.0,0.964106061
1/19/2015,22:15:01,Quarter3,finishing ,Monday,5,0.65,4.15,1440,0,0.0,0,0,8.0,0.958901515
1/19/2015,12:13:04,Quarter3,sweing,Monday,6,0.8,11.41,4380,50,0.0,0,0,31.0,0.800358775
1/19/2015,08:50:25,Quarter3,sweing,Monday,8,0.8,25.9,3630,50,0.0,0,0,56.5,0.800162602
1/19/2015,13:23:41,Quarter3,sweing,Monday,9,0.8,26.16,10620,63,0.0,0,0,59.0,0.800117103
1/19/2015,10:20:40,Quarter3,finishing ,Monday,12,0.8,2.9,1440,0,0.0,0,0,8.0,0.793844697
1/19/2015,19:08:06,Quarter3,sweing,Monday,2,0.7,22.94,10170,38,0.0,0,0,56.5,0.750517565
1/19/2015,09:49:21,Quarter3,sweing,Monday,4,0.7,22.52,10260,63,0.0,0,0,57.0,0.750068049
1/19/2015,08:23:55,Quarter3,sweing,Monday,3,0.7,22.52,10170,50,0.0,0,0,56.5,0.750062751
1/19/2015,06:56:14,Quarter3,sweing,Monday,10,0.7,22.52,10080,63,0.0,0,0,56.0,0.750057359
1/19/2015,08:23:42,Quarter3,sweing,Monday,11,0.7,14.89,10260,50,0.0,0,0,57.0,0.700170388
1/19/2015,20:58:35,Quarter3,finishing ,Monday,8,0.8,2.9,1440,0,0.0,0,0,8.0,0.683806818
1/19/2015,17:17:16,Quarter3,sweing,Monday,5,0.65,20.4,8280,35,0.0,0,0,58.0,0.650066445
1/19/2015,06:31:35,Quarter3,sweing,Monday,7,0.8,48.84,10260,30,0.0,0,0,57.0,0.576460393
1/19/2015,08:07:49,Quarter3,sweing,Monday,1,0.5,22.94,10170,30,0.0,0,0,56.5,0.549969429
1/19/2015,11:38:26,Quarter3,finishing ,Monday,10,0.7,3.94,1440,0,0.0,0,0,8.0,0.538399621
1/19/2015,07:10:10,Quarter3,finishing ,Monday,11,0.7,4.15,1440,0,0.0,0,0,8.0,0.409545455
1/19/2015,14:54:35,Quarter3,sweing,Monday,12,0.35,15.26,6120,23,0.0,0,0,34.0,0.35021836
1/20/2015,12:45:07,Quarter3,finishing ,Tuesday,5,0.7,4.15,1440,0,0.0,0,0,8.0,1.033570076
1/20/2015,09:47:57,Quarter3,sweing,Tuesday,6,0.8,11.41,5580,63,0.0,0,0,31.0,0.800261486
1/20/2015,09:54:28,Quarter3,sweing,Tuesday,8,0.8,25.9,10170,50,0.0,0,0,56.5,0.800128721
1/20/2015,07:46:29,Quarter3,sweing,Tuesday,9,0.8,26.16,10620,63,0.0,0,0,59.0,0.800117103
1/20/2015,07:33:53,Quarter3,sweing,Tuesday,4,0.7,22.52,10260,63,0.0,0,0,57.0,0.750068049
1/20/2015,18:38:36,Quarter3,sweing,Tuesday,10,0.7,22.52,10080,63,0.0,0,0,56.0,0.750057359
1/20/2015,08:45:32,Quarter3,sweing,Tuesday,3,0.7,22.52,8460,50,0.0,0,0,57.0,0.750037968
1/20/2015,23:15:55,Quarter3,sweing,Tuesday,2,0.7,22.94,10260,50,0.0,0,0,57.0,0.750031898
1/20/2015,07:23:37,Quarter3,finishing ,Tuesday,9,0.8,3.94,1800,0,0.0,0,0,10.0,0.72830303
1/20/2015,14:37:43,Quarter3,sweing,Tuesday,11,0.7,14.89,10260,50,0.0,0,0,57.0,0.700170388
1/20/2015,14:29:08,Quarter3,sweing,Tuesday,5,0.7,20.4,10260,50,0.0,0,0,57.0,0.700063796
1/20/2015,12:09:34,Quarter3,finishing ,Tuesday,8,0.8,2.9,1440,0,0.0,0,0,8.0,0.639867424
1/20/2015,22:41:19,Quarter3,sweing,Tuesday,12,0.5,15.26,3720,23,0.0,0,0,34.0,0.500290419
1/20/2015,13:18:40,Quarter3,sweing,Tuesday,7,0.35,22.94,10080,30,0.0,0,0,56.0,0.400332792
1/20/2015,12:49:34,Quarter3,finishing ,Tuesday,11,0.7,4.15,2700,0,0.0,0,0,15.0,0.362666667
1/21/2015,22:27:40,Quarter3,finishing ,Wednesday,4,0.75,4.3,6000,0,0.0,0,0,20.0,0.978525641
1/21/2015,20:47:19,Quarter3,finishing ,Wednesday,2,0.7,3.94,5100,0,0.0,0,0,17.0,0.912202112
1/21/2015,07:42:37,Quarter3,sweing,Wednesday,4,0.75,22.52,10080,94,0.0,0,0,56.0,0.900556277
1/21/2015,14:07:13,Quarter3,sweing,Wednesday,6,0.8,11.61,5760,75,0.0,0,0,89.0,0.850410511
1/21/2015,15:23:02,Quarter3,finishing ,Wednesday,9,0.8,3.94,2400,0,0.0,0,0,8.0,0.827147436
1/21/2015,12:21:04,Quarter3,sweing,Wednesday,8,0.8,25.9,7470,38,0.0,0,0,56.5,0.800436542
1/21/2015,20:29:37,Quarter3,sweing,Wednesday,2,0.7,22.94,10500,60,0.0,0,0,57.0,0.800415742
1/21/2015,18:15:30,Quarter3,sweing,Wednesday,10,0.7,22.52,10080,75,0.0,0,0,56.0,0.800020563
1/21/2015,16:31:01,Quarter3,finishing ,Wednesday,5,0.7,4.15,2400,0,0.0,0,0,8.0,0.758173077
1/21/2015,12:47:35,Quarter3,sweing,Wednesday,5,0.7,20.4,10440,50,0.0,0,0,58.0,0.750344828
1/21/2015,22:32:07,Quarter3,sweing,Wednesday,3,0.7,22.52,10260,63,0.0,0,0,57.0,0.750068049
1/21/2015,20:58:09,Quarter3,sweing,Wednesday,11,0.7,14.89,10260,50,0.0,0,0,57.0,0.700170388
1/21/2015,11:43:25,Quarter3,sweing,Wednesday,1,0.65,22.94,10260,34,0.0,0,0,57.0,0.700029771
1/21/2015,18:11:03,Quarter3,sweing,Wednesday,12,0.6,15.26,6360,23,0.0,0,0,34.0,0.60017284
1/21/2015,14:40:32,Quarter3,finishing ,Wednesday,8,0.8,2.9,2400,0,0.0,0,0,8.0,0.594871795
1/21/2015,10:16:05,Quarter3,sweing,Wednesday,9,0.8,54.56,4140,29,0.0,0,0,58.0,0.520237649
1/21/2015,11:24:23,Quarter3,finishing ,Wednesday,1,0.65,3.94,2400,0,0.0,0,0,8.0,0.505128205
1/21/2015,09:53:10,Quarter3,sweing,Wednesday,7,0.5,22.52,10080,23,0.0,0,0,56.0,0.500241342
1/21/2015,07:42:13,Quarter3,finishing ,Wednesday,11,0.7,4.15,2700,0,0.0,0,0,9.0,0.470769231
1/22/2015,20:34:43,Quarter4,finishing ,Thursday,7,0.6,3.94,6000,0,0.0,0,0,10.0,0.957638889
1/22/2015,21:49:27,Quarter4,finishing ,Thursday,10,0.75,3.94,8400,0,0.0,0,0,14.0,0.940701058
1/22/2015,08:00:28,Quarter4,sweing,Thursday,4,0.75,22.52,10080,81,0.0,0,0,56.0,0.849983766
1/22/2015,23:23:07,Quarter4,sweing,Thursday,2,0.7,22.94,10620,60,0.0,0,0,57.0,0.800302791
1/22/2015,19:03:13,Quarter4,sweing,Thursday,6,0.8,11.61,6360,63,0.0,0,0,32.0,0.800191989
1/22/2015,22:46:39,Quarter4,sweing,Thursday,10,0.75,22.52,10080,55,0.0,0,0,56.0,0.800020563
1/22/2015,11:26:50,Quarter4,sweing,Thursday,1,0.7,22.94,12180,63,0.0,0,0,57.0,0.750162367
1/22/2015,17:13:47,Quarter4,sweing,Thursday,3,0.7,22.52,10260,63,0.0,0,0,57.0,0.750068049
1/22/2015,14:00:53,Quarter4,finishing ,Thursday,5,0.7,4.15,9000,0,0.0,0,0,15.0,0.742901235
1/22/2015,08:49:01,Quarter4,sweing,Thursday,5,0.7,20.4,10440,40,0.0,0,0,58.0,0.700250784
1/22/2015,20:43:12,Quarter4,sweing,Thursday,11,0.7,14.89,10260,50,0.0,0,0,57.0,0.700170388
1/22/2015,09:53:25,Quarter4,finishing ,Thursday,4,0.75,4.3,9000,0,0.0,0,0,15.0,0.670216049
1/22/2015,16:05:28,Quarter4,finishing ,Thursday,1,0.7,3.94,15000,0,0.0,0,0,25.0,0.649662222
1/22/2015,12:23:30,Quarter4,finishing ,Thursday,2,0.7,3.94,15000,0,0.0,0,0,25.0,0.649662222
1/22/2015,17:19:52,Quarter4,finishing ,Thursday,6,0.8,2.9,4800,0,0.0,0,0,8.0,0.626822917
1/22/2015,15:22:22,Quarter4,sweing,Thursday,12,0.6,15.26,6960,23,0.0,0,0,34.0,0.600436426
1/22/2015,08:35:13,Quarter4,sweing,Thursday,7,0.6,22.52,10260,23,0.0,0,0,57.0,0.60041361
1/22/2015,22:44:09,Quarter4,sweing,Thursday,8,0.8,40.99,10770,30,0.0,0,0,56.5,0.555500132
1/22/2015,15:43:29,Quarter4,sweing,Thursday,9,0.5,29.12,10440,30,0.0,0,0,58.0,0.500547544
1/22/2015,22:40:40,Quarter4,finishing ,Thursday,3,0.7,3.94,12000,0,0.0,0,0,20.0,0.460578704
1/22/2015,07:20:23,Quarter4,finishing ,Thursday,8,0.8,2.9,4800,0,0.0,0,0,8.0,0.397743056
1/22/2015,09:34:39,Quarter4,finishing ,Thursday,12,0.6,4.08,5400,0,0.0,0,0,9.0,0.327407407
1/24/2015,10:50:51,Quarter4,finishing ,Saturday,5,0.7,4.15,2700,0,0.0,0,0,15.0,0.966666667
1/24/2015,19:19:40,Quarter4,finishing ,Saturday,10,0.75,3.94,1800,0,0.0,0,0,10.0,0.937242424
1/24/2015,22:20:05,Quarter4,finishing ,Saturday,8,0.8,2.9,1620,0,0.0,0,0,9.0,0.910521886
1/24/2015,07:14:46,Quarter4,sweing,Saturday,2,0.75,22.94,10260,94,0.0,0,0,57.0,0.90064806
1/24/2015,07:41:56,Quarter4,sweing,Saturday,4,0.75,22.52,10260,94,0.0,0,0,57.0,0.900321106
1/24/2015,12:59:43,Quarter4,finishing ,Saturday,11,0.75,4.15,1800,0,0.0,0,0,10.0,0.896022727
1/24/2015,14:37:30,Quarter4,finishing ,Saturday,3,0.75,3.94,1440,0,0.0,0,0,8.0,0.895454545
1/24/2015,23:31:43,Quarter4,finishing ,Saturday,7,0.65,3.94,2160,0,0.0,0,0,12.0,0.870580808
1/24/2015,23:07:07,Quarter4,finishing ,Saturday,12,0.7,4.08,1620,0,0.0,0,0,9.0,0.858585859
1/24/2015,12:35:28,Quarter4,sweing,Saturday,1,0.7,22.94,10260,75,0.0,0,0,57.0,0.800643806
1/24/2015,14:19:02,Quarter4,sweing,Saturday,10,0.75,22.52,10080,69,0.0,0,0,56.0,0.80062987
1/24/2015,21:55:44,Quarter4,sweing,Saturday,6,0.8,11.61,5640,63,0.0,0,0,32.0,0.800537143
1/24/2015,18:09:42,Quarter4,sweing,Saturday,3,0.75,22.52,10260,69,0.0,0,0,57.0,0.80035194
1/24/2015,09:18:12,Quarter4,sweing,Saturday,12,0.75,15.26,6120,40,0.0,0,0,34.0,0.750079323
1/24/2015,10:12:12,Quarter4,sweing,Saturday,11,0.75,42.97,10260,56,0.0,0,0,57.0,0.750041201
1/24/2015,10:05:21,Quarter4,sweing,Saturday,5,0.7,20.4,10440,50,0.0,0,0,58.0,0.700250784
1/24/2015,21:42:32,Quarter4,finishing ,Saturday,4,0.75,4.3,2160,0,0.0,0,0,12.0,0.651515152
1/24/2015,22:39:20,Quarter4,sweing,Saturday,7,0.65,22.52,10170,26,0.0,0,0,56.5,0.650416734
1/24/2015,15:46:26,Quarter4,sweing,Saturday,9,0.6,29.12,6660,23,0.0,0,0,58.0,0.600125217
1/24/2015,16:40:44,Quarter4,finishing ,Saturday,2,0.75,3.94,1440,0,0.0,0,0,8.0,0.578314394
1/24/2015,09:02:54,Quarter4,finishing ,Saturday,1,0.7,3.94,1440,0,0.0,0,0,8.0,0.578314394
1/24/2015,19:16:52,Quarter4,sweing,Saturday,8,0.35,15.09,9360,23,0.0,0,0,52.0,0.34998951
1/24/2015,10:34:15,Quarter4,finishing ,Saturday,9,0.6,3.94,1440,0,0.0,0,0,8.0,0.261174242
1/25/2015,19:54:57,Quarter4,finishing ,Sunday,5,0.7,4.15,3060,0,0.0,0,0,17.0,0.973796791
1/25/2015,23:12:17,Quarter4,finishing ,Sunday,2,0.75,3.94,1440,0,0.0,0,0,8.0,0.970075758
1/25/2015,16:04:12,Quarter4,finishing ,Sunday,1,0.7,3.94,1440,0,0.0,0,0,8.0,0.970075758
1/25/2015,11:25:44,Quarter4,finishing ,Sunday,3,0.75,3.94,1620,0,0.0,0,0,9.0,0.961784512
1/25/2015,10:45:36,Quarter4,finishing ,Sunday,10,0.75,3.94,3420,0,0.0,0,0,19.0,0.955151515
1/25/2015,12:48:37,Quarter4,finishing ,Sunday,4,0.75,4.3,2160,0,0.0,0,0,12.0,0.952020202
1/25/2015,16:36:24,Quarter4,sweing,Sunday,4,0.75,22.52,10260,94,0.0,0,0,57.0,0.900321106
1/25/2015,18:37:59,Quarter4,sweing,Sunday,2,0.75,22.94,10530,81,0.0,0,0,58.5,0.850223776
1/25/2015,10:09:34,Quarter4,sweing,Sunday,1,0.7,22.94,10530,75,0.0,0,0,58.5,0.800909609
1/25/2015,11:02:50,Quarter4,sweing,Sunday,3,0.75,22.52,10350,55,0.0,0,0,57.5,0.800513307
1/25/2015,17:42:39,Quarter4,sweing,Sunday,6,0.8,11.61,5760,63,0.0,0,0,32.0,0.800386364
1/25/2015,23:19:43,Quarter4,sweing,Sunday,10,0.75,22.52,10080,69,0.0,0,0,56.0,0.800020563
1/25/2015,16:50:56,Quarter4,finishing ,Sunday,7,0.65,3.94,2520,0,0.0,0,0,14.0,0.749188312
1/25/2015,16:04:27,Quarter4,sweing,Sunday,7,0.7,22.52,10170,40,0.0,0,0,56.5,0.7005417
1/25/2015,13:44:06,Quarter4,sweing,Sunday,12,0.7,15.26,6120,40,0.0,0,0,34.0,0.70043672
1/25/2015,14:22:03,Quarter4,sweing,Sunday,5,0.7,20.4,10440,50,0.0,0,0,58.0,0.700250784
1/25/2015,21:03:34,Quarter4,sweing,Sunday,9,0.65,29.12,10440,26,0.0,0,0,58.0,0.650407524
1/25/2015,22:53:38,Quarter4,finishing ,Sunday,12,0.7,4.08,1620,0,0.0,0,0,9.0,0.618181818
1/25/2015,21:47:54,Quarter4,sweing,Sunday,11,0.75,42.97,10260,40,0.0,0,0,57.0,0.59114168
1/25/2015,17:21:00,Quarter4,sweing,Sunday,8,0.5,15.09,720,23,0.0,0,0,52.0,0.500061916
1/25/2015,16:23:41,Quarter4,finishing ,Sunday,8,0.8,2.9,720,0,0.0,0,0,4.0,0.329545455
1/26/2015,23:52:47,Quarter4,finishing ,Monday,3,0.75,3.94,1800,0,0.0,0,0,10.0,1.059621212
1/26/2015,14:03:09,Quarter4,finishing ,Monday,10,0.75,3.94,3780,0,0.0,0,0,21.0,0.997792208
1/26/2015,23:03:47,Quarter4,finishing ,Monday,4,0.75,4.3,2160,0,0.0,0,0,12.0,0.963699495
1/26/2015,07:17:10,Quarter4,finishing ,Monday,5,0.7,4.15,2700,0,0.0,0,0,15.0,0.959191919
1/26/2015,18:03:34,Quarter4,finishing ,Monday,2,0.75,3.94,1800,0,0.0,0,0,10.0,0.910378788
1/26/2015,07:00:11,Quarter4,finishing ,Monday,1,0.7,3.94,1800,0,0.0,0,0,10.0,0.910378788
1/26/2015,20:43:00,Quarter4,sweing,Monday,4,0.8,22.52,10170,60,0.0,0,0,56.5,0.850312684
1/26/2015,17:52:21,Quarter4,sweing,Monday,6,0.8,11.61,5760,50,0.0,0,0,32.0,0.800386364
1/26/2015,12:23:21,Quarter4,sweing,Monday,3,0.75,22.52,10260,69,0.0,0,0,57.0,0.80035194
1/26/2015,21:47:24,Quarter4,sweing,Monday,2,0.75,22.94,10260,55,0.0,0,0,57.0,0.800034024
1/26/2015,21:53:22,Quarter4,sweing,Monday,1,0.7,22.94,10440,60,0.0,0,0,58.0,0.800023511
1/26/2015,09:47:50,Quarter4,sweing,Monday,10,0.75,22.52,10080,55,0.0,0,0,56.0,0.800020563
1/26/2015,20:34:10,Quarter4,finishing ,Monday,12,0.7,4.08,1620,0,0.0,0,0,9.0,0.769292929
1/26/2015,19:08:52,Quarter4,sweing,Monday,5,0.75,20.4,10320,56,0.0,0,0,58.0,0.750031447
1/26/2015,19:36:53,Quarter4,sweing,Monday,9,0.7,29.12,10440,40,0.0,0,0,58.0,0.70061442
